Buyer_ID,Product_Index,Category,Unit_Price,Sales_Quantity,Unit_Price_Last_Year,Sales_Quantity_Last_Year
GWNIQN,40995,Decorations,13.11,1943,13.11,1943
GWNIQN,40996,Toys,18.48,756,18.48,657
GWNIQN,40997,Decorations,0.96,23764,0.96,23764
GWNIQN,40998,Toys,5.98,9042,5.98,9042
GWNIQN,40999,Toys,0.81,24367,0.81,24367
GWNIQN,41000,Toys,1.97,27081,1.97,27081
GWNIQN,41001,Toys,2.42,6837,2.42,6837
GWNIQN,41002,Decorations,2.35,16207,2.35,16207
GWNIQN,41003,Decorations,1.13,25674,1.12,25674
GWNIQN,41004,Toys,87.59,802,87.59,802
GWNIQN,41005,Toys,7.24,6937,7.24,6937
GWNIQN,41006,Toys,3.02,17661,3.02,17661
GWNIQN,41007,Toys,4.5,9752,4.5,9752
GWNIQN,41008,Decorations,5.77,6379,5.73,6379
GWNIQN,41009,Decorations,3.17,14810,3.17,14810
GWNIQN,41010,Toys,1.3,19084,1.3,19084
GWNIQN,41011,Toys,1.59,7884,1.59,7884
GWNIQN,41012,Toys,1.79,16686,1.79,16686
GWNIQN,41013,Toys,4.91,6874,4.91,6874
GWNIQN,41014,Toys,3.84,4032,3.84,4032
GWNIQN,41015,Decorations,1.65,25990,1.65,25990
GWNIQN,41016,Decorations,2.48,18042,2.48,18042
GWNIQN,41017,Decorations,1.68,11018,1.68,11018
GWNIQN,41018,Toys,5.15,12112,5.15,12112
GWNIQN,41019,Decorations,1.68,29923,1.68,29923
GWNIQN,41020,Decorations,2.94,15352,2.94,15352
GWNIQN,41021,Decorations,2.74,11120,2.74,11120
GWNIQN,41022,Decorations,8.48,5181,8.48,5181
GWNIQN,41023,Decorations,5.3,9599,5.3,9599
GWNIQN,41024,Decorations,0.23,18087,0.23,18087
GWNIQN,41025,Decorations,3.35,6720,3.35,6720
GWNIQN,41026,Toys,1.94,17431,1.94,17431
GWNIQN,41027,Toys,1.84,20246,1.84,20246
GWNIQN,41028,Decorations,8.56,5469,8.56,4897
GWNIQN,41029,Toys,2.31,14947,2.31,14947
GWNIQN,41030,Decorations,4.53,9764,4.53,9764
GWNIQN,41031,Decorations,0.65,25698,0.65,25698
GWNIQN,41032,Toys,5.68,7058,5.68,7058
GWNIQN,41033,Toys,0.49,22578,0.49,22578
GWNIQN,41034,Decorations,5.39,9493,5.39,9493
GWNIQN,41035,Decorations,0.64,17555,0.64,17555
QKSRQS,57773,Decorations,2.39,8917,2.39,8917
QKSRQS,57774,Toys,3.09,16636,3.09,16636
QKSRQS,57775,Decorations,5.34,6520,5.34,4478
QKSRQS,57776,Toys,0.56,29617,0.56,29617
QKSRQS,57777,Decorations,1.52,20309,1.52,20309
QKSRQS,57778,Decorations,1.01,26109,1.01,26109
QKSRQS,57779,Toys,2.34,17231,2.34,17231
QKSRQS,57780,Decorations,12.33,3333,12.33,2668
QKSRQS,57781,Toys,3.03,19347,3.03,19347
QKSRQS,57782,Toys,0.11,9547,0.11,9547
QKSRQS,57783,Decorations,4.94,10625,4.94,10625
QKSRQS,57784,Decorations,0.51,26614,0.51,26614
QKSRQS,57785,Toys,39.46,1442,39.46,1442
QKSRQS,57786,Toys,2.24,23248,2.24,23248
QKSRQS,57787,Toys,6.35,7665,6.35,7665
QKSRQS,57788,Toys,4.47,8441,4.47,8441
QKSRQS,57789,Toys,2.37,8340,2.37,8340
QKSRQS,57790,Toys,4.1,11395,4.09,11395
QKSRQS,57791,Toys,1.25,8621,1.25,8621
QKSRQS,57792,Toys,4.68,13882,4.68,13882
QKSRQS,57793,Toys,1.47,16697,1.47,16697
QKSRQS,57794,Toys,5.67,2172,5.67,2172
QKSRQS,57795,Decorations,2.71,6496,2.71,6496
QKSRQS,57796,Toys,1.99,29956,1.99,29956
QKSRQS,57797,Toys,2.36,26612,2.36,26612
QKSRQS,57798,Toys,13.55,4112,13.55,4112
QKSRQS,57799,Toys,1.78,23268,1.78,23268
QKSRQS,57800,Toys,2.97,15958,2.97,15958
QKSRQS,57801,Decorations,1.44,10428,1.44,10428
QKSRQS,57802,Decorations,35.87,1178,35.86,1178
QKSRQS,57803,Decorations,68.12,425,68.12,361
QKSRQS,57804,Toys,1.88,10915,1.88,10915
QKSRQS,57805,Decorations,3.33,13442,3.33,13442
QKSRQS,57806,Toys,1.6,5253,1.6,5253
QKSRQS,57807,Toys,3.24,16543,3.24,16543
QKSRQS,57808,Toys,1.87,27030,1.87,27030
QKSRQS,57809,Toys,1.42,22918,1.42,22918
QKSRQS,57810,Decorations,9.01,5909,9.01,5909
QKSRQS,57811,Decorations,35.71,848,35.71,848
QKSRQS,57812,Decorations,7.34,6154,7.34,6154
QKSRQS,57813,Toys,4.45,9898,4.45,9898
QKSRQS,57814,Decorations,1.72,12541,1.72,12541
QKSRQS,57815,Toys,1.46,26496,1.46,26496
QKSRQS,57816,Toys,2.2,26007,2.2,26007
QKSRQS,57817,Decorations,0.55,29956,0.55,29956
QKSRQS,57818,Decorations,0.63,29560,0.63,29560
QKSRQS,57819,Toys,2.04,15945,2.04,15945
QKSRQS,57820,Decorations,2.81,7476,2.81,7476
QKSRQS,57821,Decorations,2.75,15105,2.75,15105
QKSRQS,57822,Decorations,1.8,11203,1.8,11203
QKSRQS,57823,Decorations,32.27,1330,32.21,1330
QKSRQS,57824,Toys,2.48,13274,2.48,13274
QKSRQS,57825,Toys,0.75,12237,0.75,12237
QKSRQS,57826,Decorations,0.92,17917,0.92,17917
QKSRQS,57827,Toys,10.12,5244,10.11,5244
QKSRQS,57828,Decorations,2.14,12080,2.14,12080
QKSRQS,57829,Decorations,7.04,6154,7.04,6154
QKSRQS,57830,Toys,11.13,562,11.13,562
QKSRQS,57831,Toys,3.02,20150,3.02,20150
QKSRQS,57832,Toys,1.25,20065,1.25,20065
QKSRQS,57833,Decorations,1.19,16875,1.19,16875
QKSRQS,57834,Toys,0.69,15979,0.69,15979
QKSRQS,57835,Toys,47.99,609,47.99,609
QKSRQS,57836,Decorations,0.8,15108,0.8,15108
QKSRQS,57837,Decorations,1.34,24071,1.34,24071
QKSRQS,57838,Toys,2.29,14810,2.29,14810
QKSRQS,57839,Toys,5.14,9366,5.14,9366
CYYYN,60338,Clothing,2.91,10229,2.91,10229
CYYYN,60339,Clothing,0.72,23491,0.72,23491
CYYYN,60340,Clothing,20.08,1778,20.07,1778
CYYYN,60341,Clothing,3.66,6106,3.66,6106
CYYYN,60342,Clothing,4.52,5195,4.51,5195
CYYYN,60343,Clothing,2.13,11865,2.13,11865
CYYYN,60344,Clothing,4.11,10504,4.11,10504
UFNJI,15889,Toys,1.53,23284,1.53,23284
UFNJI,15890,Decorations,0.76,16083,0.76,16083
UFNJI,15891,Decorations,2.11,19965,2.11,19965
UFNJI,15892,Decorations,2.66,20327,2.66,20327
UFNJI,15893,Toys,1.66,22250,1.66,22250
UFNJI,15894,Toys,12.21,3676,12.21,3676
UFNJI,15895,Decorations,2.61,13367,2.61,13367
UFNJI,15896,Decorations,3.11,15458,3.11,15458
UFNJI,15897,Decorations,1.45,9923,1.45,9923
UFNJI,15898,Toys,0.63,8576,0.63,8576
